,group_of_words,dates,frequencies
895,"('abl', 'count', 'earlyvot', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
896,"('abl', 'count', 'earlyvot', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
897,"('abl', 'count', 'earlyvot', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
898,"('abl', 'count', 'earlyvot', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
899,"('abl', 'count', 'earlyvot', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
900,"('abl', 'count', 'earlyvot', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
901,"('abl', 'count', 'earlyvot', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
902,"('abl', 'count', 'earlyvot', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
903,"('abl', 'count', 'earlyvot', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
904,"('abl', 'count', 'earlyvot', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
905,"('abl', 'count', 'earlyvot', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
906,"('abl', 'count', 'earlyvot', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
907,"('abl', 'count', 'earlyvot', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
908,"('abl', 'count', 'earlyvot', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
909,"('abl', 'count', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
910,"('abl', 'count', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
911,"('abl', 'count', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
912,"('abl', 'count', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
913,"('abl', 'count', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
914,"('abl', 'count', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
915,"('abl', 'count', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
916,"('abl', 'count', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
917,"('abl', 'count', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
918,"('abl', 'count', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
919,"('abl', 'count', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
920,"('abl', 'count', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
921,"('abl', 'count', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
922,"('abl', 'count', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
923,"('abl', 'count', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
924,"('abl', 'count', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
925,"('abl', 'count', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
926,"('abl', 'count', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
927,"('abl', 'count', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
928,"('abl', 'count', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
929,"('abl', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
930,"('abl', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
931,"('abl', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
932,"('abl', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
933,"('abl', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
934,"('abl', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
935,"('abl', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
936,"('abl', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
937,"('abl', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
938,"('abl', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
939,"('abl', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
940,"('abl', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
941,"('abl', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
942,"('abl', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
943,"('abl', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
944,"('abl', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
945,"('abl', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
946,"('abl', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
947,"('abl', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
948,"('abl', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
949,"('abl', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
950,"('abl', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
951,"('abl', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
952,"('abl', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
953,"('abl', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
954,"('abl', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
955,"('abl', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
956,"('abl', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
957,"('abl', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
958,"('abl', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
959,"('abl', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
960,"('abl', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
961,"('abl', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
962,"('abl', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
963,"('abl', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
964,"('amp', 'count', 'earlyvot', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
965,"('amp', 'count', 'earlyvot', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
966,"('amp', 'count', 'earlyvot', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
967,"('amp', 'count', 'earlyvot', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
968,"('amp', 'count', 'earlyvot', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
969,"('amp', 'count', 'earlyvot', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
970,"('amp', 'count', 'earlyvot', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
971,"('amp', 'count', 'earlyvot', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
972,"('amp', 'count', 'earlyvot', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
973,"('amp', 'count', 'earlyvot', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
974,"('amp', 'count', 'earlyvot', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
975,"('amp', 'count', 'earlyvot', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
976,"('amp', 'count', 'earlyvot', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
977,"('amp', 'count', 'earlyvot', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
978,"('amp', 'count', 'earlyvot', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
979,"('amp', 'count', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
980,"('amp', 'count', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
981,"('amp', 'count', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
982,"('amp', 'count', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
983,"('amp', 'count', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
984,"('amp', 'count', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
985,"('amp', 'count', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
986,"('amp', 'count', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
987,"('amp', 'count', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
988,"('amp', 'count', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
989,"('amp', 'count', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
990,"('amp', 'count', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
991,"('amp', 'count', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
992,"('amp', 'count', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
993,"('amp', 'count', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
994,"('amp', 'count', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
995,"('amp', 'count', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
996,"('amp', 'count', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
997,"('amp', 'count', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
998,"('amp', 'count', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
999,"('amp', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1000,"('amp', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1001,"('amp', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1002,"('amp', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1003,"('amp', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1004,"('amp', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1005,"('amp', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1006,"('amp', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1007,"('amp', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1008,"('amp', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1009,"('amp', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1010,"('amp', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1011,"('amp', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1012,"('amp', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1013,"('amp', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1014,"('amp', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1015,"('amp', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1016,"('amp', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1017,"('amp', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
1018,"('amp', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1019,"('amp', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1020,"('amp', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1021,"('amp', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1022,"('amp', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1023,"('amp', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1024,"('amp', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1025,"('amp', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1026,"('amp', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1027,"('amp', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1028,"('amp', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1029,"('amp', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1030,"('amp', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1031,"('amp', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1032,"('amp', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1033,"('amp', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1034,"('count', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1035,"('count', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1036,"('count', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1037,"('count', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1038,"('count', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1039,"('count', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1040,"('count', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1041,"('count', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1042,"('count', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1043,"('count', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1044,"('count', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1045,"('count', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1046,"('count', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1047,"('count', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1048,"('count', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1049,"('count', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1050,"('count', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1051,"('count', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1052,"('count', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1053,"('count', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1054,"('count', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1055,"('count', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1056,"('count', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1057,"('count', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1058,"('count', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1059,"('count', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1060,"('count', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1061,"('count', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1062,"('count', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1063,"('count', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1064,"('count', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1065,"('count', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1066,"('count', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1067,"('count', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1068,"('count', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1069,"('earlyvot', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1070,"('earlyvot', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1071,"('earlyvot', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1072,"('earlyvot', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1073,"('earlyvot', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1074,"('earlyvot', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1075,"('earlyvot', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1076,"('earlyvot', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1077,"('earlyvot', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1078,"('earlyvot', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1079,"('earlyvot', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1080,"('earlyvot', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1081,"('earlyvot', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1082,"('earlyvot', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1083,"('earlyvot', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1084,"('eod', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1085,"('eod', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1086,"('eod', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1087,"('eod', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1088,"('eod', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1089,"('g', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1090,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'g')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1091,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'get')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1092,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1093,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1094,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1095,"('abl', 'amp', 'count', 'earlyvot', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1096,"('abl', 'amp', 'count', 'earlyvot', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1097,"('abl', 'amp', 'count', 'earlyvot', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1098,"('abl', 'amp', 'count', 'earlyvot', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1099,"('abl', 'amp', 'count', 'earlyvot', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1100,"('abl', 'amp', 'count', 'earlyvot', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1101,"('abl', 'amp', 'count', 'earlyvot', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1102,"('abl', 'amp', 'count', 'earlyvot', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1103,"('abl', 'amp', 'count', 'earlyvot', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1104,"('abl', 'amp', 'count', 'earlyvot', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1105,"('abl', 'amp', 'count', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1106,"('abl', 'amp', 'count', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1107,"('abl', 'amp', 'count', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1108,"('abl', 'amp', 'count', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1109,"('abl', 'amp', 'count', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1110,"('abl', 'amp', 'count', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1111,"('abl', 'amp', 'count', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1112,"('abl', 'amp', 'count', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1113,"('abl', 'amp', 'count', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1114,"('abl', 'amp', 'count', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1115,"('abl', 'amp', 'count', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1116,"('abl', 'amp', 'count', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1117,"('abl', 'amp', 'count', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1118,"('abl', 'amp', 'count', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1119,"('abl', 'amp', 'count', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1120,"('abl', 'amp', 'count', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1121,"('abl', 'amp', 'count', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1122,"('abl', 'amp', 'count', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1123,"('abl', 'amp', 'count', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1124,"('abl', 'amp', 'count', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1125,"('abl', 'amp', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1126,"('abl', 'amp', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1127,"('abl', 'amp', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1128,"('abl', 'amp', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1129,"('abl', 'amp', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1130,"('abl', 'amp', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1131,"('abl', 'amp', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1132,"('abl', 'amp', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1133,"('abl', 'amp', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1134,"('abl', 'amp', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1135,"('abl', 'amp', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1136,"('abl', 'amp', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1137,"('abl', 'amp', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
